Food_Code,Food_Desc
53540806,Kashi TLC Crunchy Granola Bar
53540900,Nature Valley Chewy Trail Mix Granola Bar
53540902,Nature Valley Chewy Granola Bar with Yogurt Coating
53540904,Nature Valley Sweet and Salty Nut Granola Bar
53540906,Nature Valley Crunchy Granola Bar
53541000,Quaker Chewy Granola Bar
53541002,Quaker Chewy 90 Calorie Granola Bar
53541004,Quaker Chewy 25% Less Sugar Granola Bar
53541006,Quaker Chewy Dipps Granola Bar
53541100,"Breakfast bar, diet meal type"
53541200,Meal replacement bar
53541300,Slim Fast Original Meal Bar
53542000,"Snack bar, oatmeal"
53542100,"Granola bar, oats, sugar, raisins, coconut"
53542200,"Granola bar, oats, fruit and nuts, lowfat"
53542210,"Granola bar, nonfat"
53543000,"Granola bar, oats, reduced sugar"
53543100,"Granola bar, peanuts, oats, sugar, wheat germ"
53544200,"Granola bar, chocolate-coated, NFS"
53544210,"Granola bar, with coconut, chocolate-coated"
53544220,"Granola bar with nuts, chocolate-coated"
53544230,"Granola bar, oats, nuts, coated with non-chocolate coating"
53544250,"Granola bar, coated with non-chocolate coating"
53544300,"Granola bar, high fiber, coated with non-chocolate yogurt coating"
53544400,"Granola bar, with rice cereal"
53544410,Quaker Granola Bites
53544450,PowerBar (fortified high energy bar)
53610000,"Coffee cake, NFS"
53610100,"Coffee cake, crumb or quick-bread type"
53610120,"Coffee cake, crumb or quick-bread type, reduced fat, cholesterol free"
53610150,"Coffee cake, crumb or quick-bread type, with icing"
53610170,"Coffee cake, crumb or quick-bread type, with fruit"
53610200,"Coffee cake, crumb or quick-bread type, cheese-filled"
53610250,"Coffee cake, crumb or quick-bread type, custard filled"
53801000,"Cereal bar with fruit filling, baby food"
53803050,"Cookie, fruit, baby food"
53803100,"Cookie, baby food"
53803250,"Cookie, teething, baby"
54001000,"Crackers, NS as to sweet or nonsweet"
54101010,"Cracker, animal"
54102010,"Crackers, graham"
54102020,"Crackers, graham, chocolate covered"
54102030,"Cracker, graham, sugar-honey coated, cinnamon crisps"
54102050,"Crackers, oatmeal"
54102060,"Crackers, Cuban"
54102090,"Crackers, graham, higher fat"
54102100,"Crackers, graham, lowfat"
54102110,"Crackers, graham, fat free"
54102200,"Crackers, graham, sandwich-type, with filling"
54201010,"Crackers, matzo, low sodium"
54202010,"Crackers, saltine, low sodium"
54202050,"Crackers, saltine, fat free, low sodium"
54203010,"Crackers, toast thins (rye, wheat, white flour), low sodium"
54204010,"Cracker, 100% whole wheat, low sodium"
54205010,"Cracker, snack, low sodium"
54205030,"Cracker, cheese, low sodium"
54205100,"Cracker, snack, lowfat, low sodium"
54206010,Puffed rice cake without salt
54207010,"Crispbread, wheat, low sodium"
54210010,"Cracker, multigrain, salt free"
54222000,"Crispbread, rye, low sodium"
54301000,"Cracker, snack"
54301100,"Cracker, snack, reduced fat"
54301200,"Cracker, snack, fat free"
54304000,"Cracker, cheese"
54304100,"Cracker, cheese, reduced fat"
54304500,"Cracker, high fiber, no added fat"
54305000,"Crispbread, wheat, no added fat"
54305500,"Crispbread, wheat or rye, extra crispy"
54307000,"Crackers, matzo"
54308000,"Crackers, milk"
54309000,"Crackers, oat"
54313000,"Crackers, oyster"
54318500,"Rice cake, cracker-type"
54319000,"Crackers, rice"
54319010,Puffed rice cake
54319020,Popcorn cake
54319050,Puffed corn cake
54319500,Rice paper
54322000,"Crispbread, rye, no added fat"
54325000,"Crackers, saltine"
54325050,"Crackers, saltine, whole wheat"
54327950,"Crackers, cylindrical, peanut-butter filled"
54328000,"Crackers, sandwich-type, NFS"
54328100,"Cracker, sandwich-type, peanut butter filled"
54328110,"Cracker, sandwich-type, peanut butter filled, reduced fat"
54328200,"Cracker, sandwich-type, cheese-filled"
54334000,"Crackers, toast thins (rye, pumpernickel, white flour)"
54336000,"Crackers, water biscuits"
54337000,"Cracker, 100% whole wheat"
54337050,"Cracker, 100% whole wheat, reduced fat"
54337100,"Crackers, whole wheat and bran"
54338000,"Crackers, wheat"
54338100,"Crackers, wheat, reduced fat"
54339000,"Crackers, corn"
54350000,"Crackers, baby food"
54350010,"Gerber Finger Foods, Puffs, baby food"
54401010,"Salty snacks, corn or cornmeal base, nuts or nuggets, toasted"
54401020,"Salty snacks, corn or cornmeal base, corn chips, corn-cheese chips"
54401050,"Salty snacks, corn or cornmeal base, corn puffs and twists; corn-cheese puffs and twists"
54401080,"Salty snacks, corn or cornmeal base, tortilla chips"
54401090,"Salty snacks, corn or cornmeal base, corn chips, corn-cheese chips, unsalted"
54401100,"Salty snacks, corn or cornmeal base, tortilla chips, light (baked with less oil)"
54401120,"Salty snacks, corn or cornmeal base, tortilla chips, fat free, made with Olean"
54401150,"Salty snacks, corn or cornmeal base, tortilla chips, lowfat, baked without fat"
54401170,"Salty snacks, corn or cornmeal base, tortilla chips, lowfat, baked without fat, unsalted"
54401210,"Salty snacks, corn based puffs and twists, cheese puffs and twists, lowfat"
54402080,"Salty snacks, corn or cornmeal base, tortilla chips, unsalted"
54402200,"Salty snack mixture, mostly corn or cornmeal based, with pretzels, without nuts"
54402500,"Salty snacks, wheat- and corn-based chips"
54402600,"Salty snacks, multigrain, chips"
54402700,Pita chips
54403000,"Popcorn, popped in oil, unbuttered"
54403010,"Popcorn, air-popped (no butter or no oil added)"
54403020,"Popcorn, popped in oil, buttered"
54403030,"Popcorn, with cheese"
54403040,"Popcorn, air-popped, buttered"
54403050,"Popcorn, flavored"
54403060,"Popcorn, popped in oil, lowfat, low sodium"
54403070,"Popcorn, popped in oil, lowfat"
54403090,"Popcorn, popped in oil, unsalted"
54403110,"Popcorn, sugar syrup or caramel-coated"
54403120,"Popcorn, sugar syrup or caramel-coated, with nuts"
54403150,"Popcorn, sugar syrup or caramel-coated, fat free"
54406010,"Snacks, onion-flavored rings"
54406200,Shrimp chips (tapioca base)
54408000,"Pretzels, NFS"
54408010,"Pretzels, hard"
54408020,"Pretzels, soft"
54408030,"Pretzel, hard, unsalted"
54408040,"Pretzels, soft, unsalted"
54408050,"Pretzel, oatbran, hard"
54408070,"Pretzel, hard, multigrain"
54408100,"Pretzel, baby food"
54408200,"Pretzel, hard, chocolate-coated"
54408250,"Pretzel, yogurt-covered"
54408300,"Pretzels, cheese-filled"
54420010,"Multigrain mixture, pretzels, cereal and/or crackers, nuts"
54420100,"Oriental party mix, with peanuts, sesame sticks, chili rice crackers and fried green peas"
54420200,"Multigrain mixture, bread sticks, sesame nuggets, pretzels, rye chips"
54430010,Yogurt chips
54440010,Bagel chip
55101000,"Pancakes, plain"
55101010,"Pancakes, reduced calorie, high fiber"
55101020,"Pancakes, plain, fat free"
55103000,"Pancakes, with fruit"
55103100,"Pancakes, with chocolate chips"
55105000,"Pancakes, buckwheat"
55105100,"Pancakes, cornmeal"
55105200,"Pancakes, whole wheat"
55105300,"Pancakes, sour dough"
55105400,"Pancakes, rye"
55201000,"Waffle, plain"
55202000,"Waffle, wheat, bran, or multigrain"
55203000,"Waffle, fruit"
55203500,"Waffle, nut and honey"
55203600,"Waffle, chocolate chip"
55204000,"Waffle, cornmeal"
55205000,"Waffle, 100% whole wheat or 100% whole grain"
55206000,"Waffle, oat bran"
55207000,"Waffle, multi-bran"
55211000,"Waffle, plain, fat free"
55211050,"Waffle, plain, lowfat"
55301000,"French toast, plain"
55301050,"French toast sticks, plain"
55401000,"Crepe, plain"
55501000,Flour and water patty
55502000,Flour and water gravy
55610200,"Dumpling, fried, Puerto Rican style"
55610300,"Dumpling, plain"
55701000,Cake made with glutinous rice
55702000,Cake or pancake made with rice flour and/or dried beans
55703000,Cake made with glutinous rice and dried beans
55801000,Funnel cake
56101000,"Macaroni, cooked, NS as to fat added in cooking"
56101010,"Macaroni, cooked, fat not added in cooking"
56101030,"Macaroni, cooked, fat added in cooking"
56102000,"Macaroni, whole wheat, cooked, NS as to fat added in cooking"
56102010,"Macaroni, whole wheat, cooked, fat not added in cooking"
56102020,"Macaroni, whole wheat, cooked, fat added in cooking"
56103000,"Macaroni, cooked, spinach, NS as to fat added in cooking"
56103010,"Macaroni, cooked, spinach, fat not added in cooking"
56103020,"Macaroni, cooked, spinach, fat added in cooking"
56104000,"Macaroni, cooked, vegetable, NS as to fat added in cooking"
56104010,"Macaroni, cooked, vegetable, fat not added in cooking"
56104020,"Macaroni, cooked, vegetable, fat added in cooking"
56112000,"Noodles, cooked, NS as to fat added in cooking"
56112010,"Noodles, cooked, fat not added in cooking"
56112030,"Noodles, cooked, fat added in cooking"
56113000,"Noodles, cooked, whole wheat, NS as to fat added in cooking"
56113010,"Noodles, cooked, whole wheat, fat not added in cooking"
56113990,"Noodles, cooked, spinach, NS as to fat added in cooking"
56114000,"Noodles, cooked, spinach, fat not added in cooking"
56114020,"Noodles, cooked, spinach, fat added in cooking"
56116000,"Noodles, chow mein"
56116990,"Long rice noodles (made from mung beans) cooked, NS as to fat added in cooking"
56117000,"Long rice noodles (made from mung beans), cooked, fat not added in cooking"
56117010,"Long rice noodles (made from mung beans), cooked, fat added in cooking"
56117090,"Chow fun rice noodles, cooked, NS as to fat added in cooking"
56117100,"Chow fun rice noodles, cooked, fat not added in cooking"
56117110,"Chow fun rice noodles, cooked, fat added in cooking"
56130000,"Spaghetti, cooked, NS as to fat added in cooking"
56130010,"Spaghetti, cooked, fat not added in cooking"
56131000,"Spaghetti, cooked, fat added in cooking"
56132990,"Spaghetti, cooked, whole wheat, NS as to fat added in cooking"
56133000,"Spaghetti, cooked, whole wheat, fat not added in cooking"
56133010,"Spaghetti, cooked, whole wheat, fat added in cooking"
56139990,"Pasta, cooked, corn-based, NS as to fat added in cooking"
56140000,"Pasta, cooked, corn-based, fat not added in cooking"
56200300,"Cereal, cooked, NFS"
56200350,"Cereal, cooked, instant, NS as to grain"
56200390,"Barley, cooked, NS as to fat added in cooking"
56200400,"Barley, cooked, fat not added in cooking"
56200490,"Buckwheat groats, cooked, NS as to fat added in cooking"
56200500,"Buckwheat groats, cooked, fat not added in cooking"
56200510,"Buckwheat groats, cooked, fat added in cooking"
56200990,"Grits, cooked, corn or hominy, NS as to regular, quick or instant, NS as to fat added in cooking"
56201000,"Grits, cooked, corn or hominy, NS as to regular, quick, or instant, fat not added in cooking"
56201010,"Grits, cooked, corn or hominy, regular, fat not added in cooking"
56201020,"Grits, cooked, corn or hominy, regular, fat added in cooking"
56201030,"Grits, cooked, corn or hominy, regular, NS as to fat added in cooking"
56201040,"Grits, cooked, corn or hominy, NS as to regular, quick, or instant, fat added in cooking"
56201060,"Grits, cooked, corn or hominy, with cheese, NS as to regular, quick, or instant, NS as to fat added in c"
56201061,"Grits, cooked, corn or hominy, with cheese, NS as to regular, quick, or instant, fat not added in cookin"
56201062,"Grits, cooked, corn or hominy, with cheese, NS as to regular, quick, or instant, fat added in cooking"
56201070,"Grits, cooked, corn or hominy, with cheese, regular, NS as to fat added in cooking"
56201071,"Grits, cooked, corn or hominy, with cheese, regular, fat not added in cooking"
56201072,"Grits, cooked, corn or hominy, with cheese, regular, fat added in cooking"
56201081,"Grits, cooked, corn or hominy, with cheese, quick, fat not added in cooking"
56201082,"Grits, cooked, corn or hominy, with cheese, quick, fat added in cooking"
56201090,"Grits, cooked, corn or hominy, with cheese, instant, NS as to fat added in cooking"
56201091,"Grits, cooked, corn or hominy, with cheese, instant, fat not added in cooking"
56201092,"Grits, cooked, corn or hominy, with cheese, instant, fat added in cooking"
56201110,"Grits, cooked, corn or hominy, quick, fat not added in cooking"
56201120,"Grits, cooked, corn or hominy, quick, fat added in cooking"
56201130,"Grits, cooked, corn or hominy, quick, NS as to fat added in cooking"
56201210,"Grits, cooked, corn or hominy, instant, fat not added in cooking"
56201220,"Grits, cooked, corn or hominy, instant, fat added in cooking"
56201230,"Grits, cooked, corn or hominy, instant, NS as to fat added in cooking"
56201240,"Grits, cooked, flavored, corn or hominy, instant, fat not added in cooking"
56201250,"Grits, cooked, flavored, corn or hominy, instant, fat added in cooking"
56201260,"Grits, cooked, flavored, corn or hominy, instant, NS as to fat added in cooking"
56201300,"Grits, cooked, corn or hominy, NS as to regular, quick, or instant, NS as to fat added in cooking, made"
56201510,"Cornmeal mush, made with water"
56201520,"Cornmeal mush, fried"
56201530,"Cornmeal mush, made with milk"
56201540,"Cornmeal, made with milk and sugar, Puerto Rican Style (Harina de maiz)"
56201550,Cornmeal dumpling
56201560,"Cornmeal sticks, boiled"
56201600,"Cornmeal, lime-treated, cooked (Masa harina)"
56201700,"Cornstarch with milk, eaten as a cereal (2 tbsp cornstarch in 2-1/2 cups milk)"
56201750,"Cornstarch, dry"
56201800,"Cornstarch, hydrolyzed powder"
56201990,"Millet, cooked, NS as to fat added in cooking"
56202000,"Millet, cooked, fat not added in cooking"
56202100,"Millet, cooked, fat added in cooking"
56202500,"Muesli, prepared, instant"
56202960,"Oatmeal, cooked, NS as to regular, quick or instant; NS as to fat added in cooking"
56202970,"Oatmeal, cooked, quick (1 or 3 minutes), NS as to fat added in cooking"
56202980,"Oatmeal, cooked, regular, NS as to fat added in cooking"
56203000,"Oatmeal, cooked, NS as to regular, quick or instant, fat not added in cooking"
56203010,"Oatmeal, cooked, regular, fat not added in cooking"
56203020,"Oatmeal, cooked, quick (1 or 3 minutes), fat not added in cooking"
56203030,"Oatmeal, cooked, instant, fat not added in cooking"
56203040,"Oatmeal, cooked, NS as to regular, quick, or instant, fat added in cooking"
56203050,"Oatmeal, cooked, regular, fat added in cooking"
56203060,"Oatmeal, cooked, quick (1 or 3 minutes), fat added in cooking"
56203070,"Oatmeal, cooked, instant, fat added in cooking"
56203080,"Oatmeal, cooked, instant, NS as to fat added in cooking"
56203090,"Oatmeal, fortified, cooked, instant, fat not added in cooking"
56203100,"Oatmeal, fortified, cooked, instant, fat added in cooking"
56203110,"Oatmeal with maple flavor, cooked"
56203120,"Oatmeal, with oat bran, fortified, cooked, instant, fat not added in cooking"
56203200,"Oatmeal with fruit, cooked"
56203210,"Oatmeal, NS as to regular, quick, or instant, made with milk, fat not added in cooking"
56203211,"Oatmeal, cooked, regular, made with milk, fat not added in cooking"
56203212,"Oatmeal, cooked, quick (1 or 3 minutes), made with milk, fat not added in cooking"
56203213,"Oatmeal, cooked, instant, made with milk, fat not added in cooking"
56203220,"Oatmeal, NS as to regular, quick, or instant, made with milk, fat added in cooking"
56203221,"Oatmeal, cooked, regular, made with milk, fat added in cooking"
56203222,"Oatmeal, cooked, quick (1 or 3 minutes), made with milk, fat added in cooking"
56203223,"Oatmeal, cooked, instant, made with milk, fat added in cooking"
56203230,"Oatmeal, NS as to regular, quick, or instant, made with milk, NS as to fat added in cooking"
56203231,"Oatmeal, cooked, regular, made with milk, NS as to fat added in cooking"
56203540,"Oatmeal, made with milk and sugar, Puerto Rican style"
56203610,"Oatmeal, multigrain, cooked, fat not added in cooking"
56204980,"Rice, white, cooked, converted, NS as to fat added in cooking"
56204990,"Rice, white, cooked, regular, NS as to fat added in cooking"
56205000,"Rice, cooked, NFS"
56205010,"Rice, white, cooked, regular, fat not added in cooking"
56205020,"Rice, white, cooked, instant, NS as to fat added in cooking"
56205030,"Rice, white, cooked, instant, fat not added in cooking"
56205040,"Rice, white, cooked, converted, fat not added in cooking"
56205050,"Rice, cream of, cooked, fat not added in cooking"
56205060,"Rice, cooked, with milk"
56205070,"Rice, sweet (rice, cooked, with honey)"
56205080,"Rice, creamed, made with milk and sugar, Puerto Rican style"
